2025-05-06 17:05:49,655 - INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-05-06 17:05:49,660 - INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=localhost:9092 <checking_api_versions_recv> [IPv6 ('::1', 9092, 0, 0)]>: Broker version identified as 2.6
2025-05-06 17:05:49,660 - INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-05-06 17:05:49,763 - INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=1001 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-05-06 17:05:49,763 - INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=1001 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-05-06 17:05:49,763 - INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Closing connection. 
2025-05-06 17:05:49,766 - INFO - Sent to Kafka: {'truck_id': 101, 'speed': 63, 'temperature': 80.12, 'timestamp': '2025-05-06 17:05:49'}
2025-05-06 17:05:49,767 - INFO - Sent to Kafka: {'truck_id': 102, 'speed': 61, 'temperature': 79.38, 'timestamp': '2025-05-06 17:05:49'}
2025-05-06 17:05:49,767 - INFO - Sent to Kafka: {'truck_id': 103, 'speed': 62, 'temperature': 80.55, 'timestamp': '2025-05-06 17:05:49'}
2025-05-06 17:05:49,767 - INFO - Sent to Kafka: {'truck_id': 104, 'speed': 66, 'temperature': 100.53, 'timestamp': '2025-05-06 17:05:49'}
2025-05-06 17:05:49,768 - INFO - Sent to Kafka: {'truck_id': 105, 'speed': 70, 'temperature': 102.91, 'timestamp': '2025-05-06 17:05:49'}
2025-05-06 17:05:51,776 - INFO - Sent to Kafka: {'truck_id': 101, 'speed': 57, 'temperature': 81.15, 'timestamp': '2025-05-06 17:05:51'}
2025-05-06 17:05:51,776 - INFO - Sent to Kafka: {'truck_id': 102, 'speed': 61, 'temperature': 79.35, 'timestamp': '2025-05-06 17:05:51'}
2025-05-06 17:05:51,778 - INFO - Sent to Kafka: {'truck_id': 103, 'speed': 60, 'temperature': 78.47, 'timestamp': '2025-05-06 17:05:51'}
2025-05-06 17:05:51,779 - INFO - Sent to Kafka: {'truck_id': 104, 'speed': 77, 'temperature': 98.46, 'timestamp': '2025-05-06 17:05:51'}
2025-05-06 17:05:51,780 - INFO - Sent to Kafka: {'truck_id': 105, 'speed': 51, 'temperature': 94.12, 'timestamp': '2025-05-06 17:05:51'}
2025-05-06 17:05:53,788 - INFO - Sent to Kafka: {'truck_id': 101, 'speed': 62, 'temperature': 81.38, 'timestamp': '2025-05-06 17:05:53'}
2025-05-06 17:05:53,790 - INFO - Sent to Kafka: {'truck_id': 102, 'speed': 55, 'temperature': 81.13, 'timestamp': '2025-05-06 17:05:53'}
2025-05-06 17:05:53,790 - INFO - Sent to Kafka: {'truck_id': 103, 'speed': 55, 'temperature': 82.38, 'timestamp': '2025-05-06 17:05:53'}
2025-05-06 17:05:53,791 - INFO - Sent to Kafka: {'truck_id': 104, 'speed': 79, 'temperature': 102.11, 'timestamp': '2025-05-06 17:05:53'}
2025-05-06 17:05:53,792 - INFO - Sent to Kafka: {'truck_id': 105, 'speed': 71, 'temperature': 101.95, 'timestamp': '2025-05-06 17:05:53'}
2025-05-06 17:05:55,801 - INFO - Sent to Kafka: {'truck_id': 101, 'speed': 55, 'temperature': 79.55, 'timestamp': '2025-05-06 17:05:55'}
2025-05-06 17:05:55,801 - INFO - Sent to Kafka: {'truck_id': 102, 'speed': 65, 'temperature': 79.74, 'timestamp': '2025-05-06 17:05:55'}
2025-05-06 17:05:55,801 - INFO - Sent to Kafka: {'truck_id': 103, 'speed': 63, 'temperature': 81.93, 'timestamp': '2025-05-06 17:05:55'}
2025-05-06 17:05:55,801 - INFO - Sent to Kafka: {'truck_id': 104, 'speed': 52, 'temperature': 105.66, 'timestamp': '2025-05-06 17:05:55'}
