truck_id,time,speed,temperature,temp_avg_5,speed_avg_5,temp_std_5,speed_std_5,breakdown
100,4,56,77.51809892694631,77.39298862234438,58.0,0.7553805699177437,1.5811388300841898,0
100,5,58,76.08141268811765,76.88575505408704,57.6,0.5514924863966024,1.1401754250991378,0
100,6,59,75.75870720693491,76.5894806904034,57.8,0.6932486441536307,1.3038404810405302,0
100,7,60,74.83735171726542,76.22152029886979,58.0,1.0377463404041354,1.5811388300841898,0
100,8,62,74.81429118052937,75.80197234395874,59.0,1.1102990881849506,2.23606797749979,0
100,9,60,73.50717608757208,74.99978777608389,59.8,1.0043101196473267,1.4832396974191326,0
100,10,60,72.37301356702099,74.25810795186456,60.2,1.3242111569251247,1.095445115010333,0
100,11,59,73.05626880964549,73.71762027240666,60.2,1.0892801859167311,1.095445115010333,0
100,12,60,72.83567591050577,73.31728511105473,60.2,0.9312372731389492,1.095445115010333,0
100,13,58,71.74299702744219,72.7030262804373,59.4,0.6744623189504547,0.8944271909999175,0
100,14,60,73.05885780450997,72.61336262382488,59.4,0.5611058241008362,0.8944271909999175,0
100,15,79,89.19506100723254,75.9777721118672,63.2,7.408745787520514,8.871302046486749,0
100,16,77,90.67494460478476,79.50150727089505,66.8,9.551782647276466,10.2810505299799,0
100,17,75,108.97881220524857,86.7301345298436,69.8,15.232852204912994,9.984988733093292,0
100,18,77,108.74178805204629,94.12989273476443,73.6,15.118495609650095,7.7330459716724835,0
100,19,75,108.34437534506763,101.18699624287595,76.6,10.287432760675097,1.673320053068163,0
100,20,75,108.07503702558574,104.96299144654658,75.8,7.994888796276864,1.0954451150103481,0
100,21,75,108.58071707705795,108.54414594100123,75.4,0.3497520832131602,0.8944271909999352,0
100,22,74,109.7196458759607,108.69231267514367,75.2,0.6269777725586773,1.0954451150103481,0
100,23,74,110.3378827197032,109.01153160867504,74.6,0.97061241365156,0.5477225575051984,0
100,24,73,110.05562221296907,109.35378098225533,74.2,0.9782265038657968,0.8366600265340969,0
100,25,75,111.3830177835596,110.0153771338501,74.2,1.015107989512142,0.8366600265340969,0
100,26,76,111.2334420694121,110.54592213232092,74.4,0.7314061206273024,1.1401754250991527,0
100,27,74,111.95700865872227,110.99339468887324,74.4,0.7821595013157058,1.1401754250991527,0
100,28,72,111.51671880906635,111.22916190674589,74.0,0.7094602226212976,1.5811388300842,0
100,29,71,112.97655286456663,111.81334803706538,73.6,0.7041214032826695,2.073644135332779,0
100,30,73,113.65302902683177,112.26735028571984,73.2,1.0187982639306064,1.9235384061671412,0
100,31,73,113.59488585376286,112.73963904258997,72.6,0.9656475477229016,1.1401754250991507,0
100,32,74,112.5422282545864,112.8566829617628,72.6,0.878616106738832,1.1401754250991507,0
100,33,76,113.28558060270788,113.2104553204911,73.4,0.46112360029047494,1.816590212458502,0
100,34,76,112.80659195925794,113.17646313942937,74.4,0.48814900716169035,1.5165750888103162,0
100,35,75,113.02311128802283,113.0504795916676,74.8,0.4093288062587091,1.303840481040536,0
100,36,77,112.26215186392328,112.78393279369966,75.6,0.4000146050833384,1.140175425099147,0
100,37,78,112.18645125852213,112.7127773944868,76.4,0.47783218382198905,1.140175425099147,0
100,38,66,123.36843675265597,114.72934862447644,74.4,4.842403060399479,4.827007354458871,0
100,39,66,123.214058768382,116.81084198630124,72.4,5.925067711708313,5.941380311005183,1
100,40,66,123.89266855714479,118.98475344012563,70.6,6.176601376258519,6.308724118235005,1
100,41,65,122.69177793257255,121.0706786538555,68.2,4.984848465441757,5.495452665613637,1
100,42,64,123.27411105126333,123.28821061240373,65.4,0.42814567489037797,0.8944271909999396,0
100,43,63,121.95232167574305,123.00498759702116,64.8,0.7263472845357619,1.3038404810405457,0
100,44,65,121.45377059373244,122.65292996209124,64.6,0.9814736440737187,1.1401754250991563,0
100,45,63,121.09597786832795,122.09359182432786,64.0,0.8910687869730874,1.0000000000000195,0
100,46,62,120.66915618957532,121.68906747572842,63.4,1.0036190570726493,1.140175425099155,0
100,47,60,119.9552992297932,121.0253051114344,62.6,0.7615267001031886,1.8165902124585058,0
100,48,59,120.37222275846742,120.70928532797927,61.8,0.5889622210845183,2.387467277262672,0
100,49,62,130.0,122.41853120923278,61.2,4.258609496787865,1.6431676725155084,0
100,50,61,128.67227372669547,123.93379038090629,60.8,4.960421245544737,1.303840481040543,0
100,51,59,128.12001077027094,125.4239612970454,60.2,4.852490950058474,1.303840481040543,0
100,52,61,129.58766419131447,127.35043428934966,60.4,3.9705270341968197,1.3416407864998867,0
100,53,63,130.0,129.27598973765618,61.2,0.8435465428702583,1.483239697419144,0
100,54,62,130.0,129.27598973765618,61.2,0.8435465428702583,1.483239697419144,0
100,55,61,130.0,129.54153499231708,61.2,0.8144675418145512,1.483239697419144,0
100,56,63,129.69874319187278,129.85728147663744,62.0,0.19933238511222223,1.000000000000016,0
100,57,65,130.0,129.93974863837454,62.8,0.13472614033577948,1.483239697419144,0
100,58,67,130.0,129.93974863837454,63.6,0.13472614033577948,2.408318915758466,0
100,59,66,130.0,129.93974863837454,64.4,0.13472614033577948,2.408318915758465,0
100,60,64,130.0,129.93974863837454,65.0,0.13472614033577948,1.5811388300841969,0
100,61,64,128.6740874584658,129.73481749169315,65.2,0.5929661150189789,1.303840481040539,0
100,62,63,129.23353037450931,129.58152356659502,64.8,0.6061986324682258,1.643167672515505,0
100,63,65,130.0,129.58152356659502,64.4,0.6061986324682258,1.1401754250991465,0
100,64,67,130.0,129.58152356659502,64.6,0.6061986324682258,1.5165750888103189,0
